State_Index,Row,Col,Q_Up,Q_Down,Q_Left,Q_Right,Best_Action,Max_Q_Value
0,0,0,50.583385779838345,56.01760941219845,51.01100856205634,37.244427077076494,1,56.01760941219845
1,0,1,-1.1747156095899285,3.5453806436773267,49.35959602168835,-0.38291986790931176,2,49.35959602168835
2,0,2,-1.3230074989829232,-1.3148295801995182,0.30809236057625283,-0.4248596073697848,2,0.30809236057625283
3,0,3,-1.2793706774044078,-0.3273503984196009,-0.4280960222356086,-0.37415772880760007,1,-0.3273503984196009
4,0,4,-1.2715568896582454,-1.2220729308209934,-0.3694208641065493,-0.36151700781972174,3,-0.36151700781972174
5,0,5,-1.199046406151525,-1.2467276729680488,-0.36787858578346366,-0.3575570042108198,3,-0.3575570042108198
6,0,6,-1.2386311274458754,-0.36645920887132366,-0.36041399456914613,-1.1973812369636863,2,-0.36041399456914613
7,1,0,50.369698628358215,59.07116780231419,53.16847885209023,53.97959759381584,1,59.07116780231419
8,1,1,0.0,0.0,0.0,0.0,0,0.0
9,1,2,0.0,0.0,0.0,0.0,0,0.0
10,1,3,-0.3740152392970856,0.10902303816082971,-1.2288026721659056,-1.2049932084076243,1,0.10902303816082971
11,1,4,0.0,0.0,0.0,0.0,0,0.0
12,1,5,0.0,0.0,0.0,0.0,0,0.0
13,1,6,-0.3626919399137869,-0.3665578453044213,-1.2489697428992197,-1.2338100565814714,0,-0.3626919399137869
14,2,0,55.32326823906291,57.48373965770169,57.488735895725895,62.28543979190971,3,62.28543979190971
15,2,1,60.53793599458266,65.66888399148394,57.46770093080502,60.409860223151675,1,65.66888399148394
16,2,2,0.0,0.0,0.0,0.0,0,0.0
17,2,3,-0.3099167264000248,-1.131907993812909,-1.1093794430791997,2.0574933496897048,3,2.0574933496897048
18,2,4,-0.45172387631010397,4.657422558377903,0.2933751569809654,-0.5417495590589635,1,4.657422558377903
19,2,5,0.0,0.0,0.0,0.0,0,0.0
20,2,6,-0.3565317098837508,-1.2348304389453169,-1.2531771661585611,-1.2099154404652854,0,-0.3565317098837508
21,3,0,0.0,0.0,0.0,0.0,0,0.0
22,3,1,58.88191998284798,69.2304042015621,64.17118981819807,68.46822521847157,1,69.2304042015621
23,3,2,41.48717670783008,72.96648586238008,53.264680416020575,50.51101116593724,1,72.96648586238008
24,3,3,0.0,0.0,0.0,0.0,0,0.0
25,3,4,0.7064003535670037,1.2426651403862365,1.0172985878956513,10.421870175403647,3,10.421870175403647
26,3,5,2.7662106245380746,20.8270103228861,2.7674370229856873,4.50606035423437,1,20.8270103228861
27,3,6,0.0,0.0,0.0,0.0,0,0.0
28,4,0,32.531965742809206,8.212365017742854,36.49864899897743,69.08504609636077,3,69.08504609636077
29,4,1,64.82205970430992,67.39919091708768,64.73893515646292,72.97937284374964,3,72.97937284374964
30,4,2,68.30639579555482,76.92565562499968,68.6733816211557,71.70599438993888,1,76.92565562499968
31,4,3,0.0,0.0,0.0,0.0,0,0.0
32,4,4,0.0,0.0,0.0,0.0,0,0.0
33,4,5,3.661090033314365,15.589211638458764,19.45074569266337,40.98042613808143,3,40.98042613808143
34,4,6,21.036494569452895,60.54650568126551,16.029734698796528,27.429659184557856,1,60.54650568126551
35,5,0,27.857176675132436,1.0297239508737805,2.2503276401741465,1.5695624206865308,0,27.857176675132436
36,5,1,0.0,0.0,0.0,0.0,0,0.0
37,5,2,72.50209354059852,80.31734376878366,75.69274648014127,81.07963749999973,3,81.07963749999973
38,5,3,79.81561751875044,85.09234630098824,76.52218078427043,85.4522499999998,3,85.4522499999998
39,5,4,84.34996033295192,90.05499999999984,80.98102631819243,84.349443390288,1,90.05499999999984
40,5,5,0.0,0.0,0.0,0.0,0,0.0
41,5,6,11.851871540843634,86.49148282327009,26.416771458341717,33.07233035713212,1,86.49148282327009
42,6,0,0.4538502041285287,-0.2711610604841429,-0.6177744168198789,14.262332535990886,3,14.262332535990886
43,6,1,8.993322014473563,8.29554337853169,2.95355918057703,53.220161910571065,3,53.220161910571065
44,6,2,54.98464438126264,49.8530941037005,25.242570533513508,85.37037336256172,3,85.37037336256172
45,6,3,72.65922611681913,78.00780127188375,66.43620772296629,90.0549727291666,3,90.0549727291666
46,6,4,85.21062120985428,89.05315587803307,85.22696055840045,94.89999999999989,3,94.89999999999989
47,6,5,93.87448221807735,93.76649829581983,89.78102945695318,99.99999999999994,3,99.99999999999994
48,6,6,0.0,0.0,0.0,0.0,0,0.0
