Episode,Reward,Steps,Loss,Goal_Row,Goal_Col
118,-71.40000000000002,120,37.78922627766927,3,2
119,99.8,3,16.854583422342937,0,3
120,-71.39999999999999,120,45.330554854869845,3,2
121,-61.50000000000007,120,38.553801321983336,5,4
122,85.80000000000001,35,40.95836538587298,5,4
123,61.39999999999996,72,40.00212612417009,5,0
124,97.9,4,17.04619550704956,2,0
125,63.499999999999986,69,43.532378127609476,3,5
126,99.9,2,36.547953605651855,2,0
127,98.6,6,48.01329263051351,0,5
128,90.9,20,34.184926700592044,1,5
129,82.5,32,39.00130282342434,1,5
130,-72.30000000000001,120,40.29325695435206,2,5
131,42.19999999999996,111,39.006621287749695,5,2
132,88.8,23,25.875523235486902,3,0
133,61.699999999999974,60,44.84573690096537,5,5
134,61.09999999999996,84,41.11380688349406,1,3
135,100.0,1,53.60516357421875,1,0
136,-76.79999999999995,120,42.32140787045161,1,1
137,49.09999999999997,78,32.94003821641971,3,5
138,99.8,3,39.25229040781657,3,0
139,99.6,5,47.83036308288574,5,0
140,78.9,41,34.06672040427603,5,5
141,94.3,13,31.146866431603065,1,3
142,40.59999999999995,109,37.23916262442913,5,2
143,63.99999999999999,64,40.455533400177956,5,2
144,93.0,17,33.85190240074606,0,3
145,-58.800000000000075,120,40.63294812043508,3,2
146,99.6,5,31.815509033203124,0,5
147,57.39999999999999,67,39.51812146314934,4,5
148,64.49999999999999,59,35.57387537875418,3,5
149,-81.29999999999998,120,38.01295971075694,1,0
150,95.0,15,35.638445409138996,2,1
151,-70.50000000000001,120,41.781149935722354,1,1
152,99.8,3,49.390603383382164,2,1
153,87.0,23,35.548324875209644,0,5
154,70.69999999999997,51,45.53786631191478,5,5
155,90.10000000000001,19,36.26824479354055,1,3
156,-85.79999999999998,120,35.1370325088501,2,5
157,55.499999999999986,77,38.41337472742254,5,5
158,99.7,4,35.00827217102051,2,0
159,89.9,30,35.586949316660565,1,3
160,99.9,2,24.411877632141113,2,0
161,99.6,5,31.507609558105468,5,0
162,-63.300000000000054,120,35.8976278146108,2,1
163,69.39999999999999,46,42.11631946978362,5,0
164,91.2,17,36.38013385323917,0,3
165,75.5,39,35.67730336311536,5,1
166,95.2,13,38.27335673112135,5,0
167,99.6,5,19.869683456420898,0,3
168,97.5,8,42.281880259513855,5,1
169,98.8,4,46.14872217178345,2,1
170,64.39999999999998,69,38.095849548560984,4,5
171,36.99999999999997,100,36.27288162231445,4,5
172,92.5,13,45.73170192425068,1,5
173,71.39999999999999,44,37.48858284950256,4,5
174,-76.80000000000001,120,35.36135779221853,5,2
175,99.0,2,26.270404815673828,1,0
176,-75.89999999999998,120,34.9492914279302,3,2
177,92.9,36,33.7518527507782,1,1
178,85.0,34,24.022411093992346,5,4
179,95.1,14,24.437240055629186,5,5
180,99.4,7,25.495083945138113,5,0
181,100.0,1,13.121196746826172,1,0
182,60.999999999999964,76,37.41399152027933,3,2
183,99.9,2,40.44171714782715,2,0
184,-87.59999999999994,120,35.12220503489176,3,2
185,99.0,2,27.2777738571167,1,0
186,99.8,3,44.4214293162028,3,0
187,89.3,18,29.41784864001804,5,1
188,95.4,29,34.38136824246111,2,1
189,89.3,18,33.466341177622475,1,5
190,98.1,11,32.698363304138184,1,5
191,100.0,1,27.65204429626465,1,0
192,-57.90000000000005,120,36.23151337305705,2,1
193,98.9,3,51.097155253092446,1,1
194,98.9,3,35.77171643575033,2,0
195,-83.09999999999997,120,34.935273218154904,1,1
196,95.9,24,35.5191775560379,5,5
197,-44.400000000000084,120,40.08798895676931,2,5
198,92.2,34,31.29096868458916,2,1
199,82.1,27,37.70956078282109,3,5
200,88.0,22,38.12839937210083,4,5
201,-91.2,120,33.54132746855418,5,2
202,99.8,3,39.263623555501304,0,3
203,90.3,17,35.243249107809625,1,5
204,94.2,14,30.470352172851562,0,3
205,97.1,12,28.10322920481364,3,5
206,82.2,35,39.5835757119315,4,5
207,100.0,1,36.7642822265625,1,0
208,98.8,4,52.10148763656616,0,3
209,96.1,13,25.977293968200684,5,5
210,78.3,38,32.85746205480475,1,3
211,98.3,9,33.4534387588501,3,5
212,-93.89999999999996,120,35.328488004207614,2,1
213,88.60000000000001,25,25.116939277648925,2,1
214,91.5,14,52.20868376323155,1,5
215,92.3,15,21.6289088567098,1,5
216,94.1,15,23.085700098673502,3,5
217,97.4,9,39.755220307244194,3,0
218,96.6,8,41.071942925453186,5,0
219,66.3,68,26.352197219343747,1,3
220,87.5,36,31.898015181223553,5,5
221,92.0,18,34.33386548360189,5,2
222,89.80000000000001,22,34.24923259561712,2,5
223,11.700000000000003,119,32.9492506179489,1,3
224,84.0,26,30.957252465761623,4,5
225,-76.79999999999997,120,26.718880450725557,1,5
226,98.8,4,18.34979248046875,3,0
227,96.5,18,36.04172804620531,1,1
228,81.4,34,28.013216972351074,5,4
229,54.099999999999994,64,33.51278079301119,5,1
230,84.7,19,32.39520288768568,2,0
231,-60.60000000000005,120,30.27659383614858,3,2
232,98.8,13,26.964583030113808,0,5
233,93.4,22,44.607215491208166,4,5
234,79.1,30,30.03332249323527,1,3
235,99.6,5,28.798538589477538,3,0
236,97.1,12,32.79504609107971,5,1
237,94.6,10,42.90861039161682,3,0
238,87.3,29,25.143144673314588,3,5
239,87.4,19,21.281579469379626,5,0
240,97.6,7,21.762267930167063,0,3
241,100.0,1,10.423592567443848,1,0
242,98.8,4,64.261159658432,0,3
243,79.4,36,33.15636912981669,5,4
244,74.89999999999999,36,34.16444418165419,5,5
245,98.7,14,16.791243178503855,5,5
246,95.6,18,35.64537821875678,0,5
247,100.0,1,26.586387634277344,1,0
248,-93.9,120,29.499623743693032,1,5
249,89.60000000000001,24,37.1105272769928,4,5
250,99.9,2,20.161697387695312,2,0
251,100.0,1,17.022966384887695,1,0
252,98.9,3,26.159029960632324,2,0
253,77.29999999999998,48,29.395443340142567,1,5
254,99.9,2,49.951242446899414,1,1
255,89.9,21,25.025652749197825,5,1
256,84.60000000000001,47,33.02680543128481,3,2
257,98.8,13,24.534656304579514,4,5
258,90.1,19,40.69007830870779,5,1
259,60.79999999999998,51,29.44584264942244,2,5
260,91.2,26,28.9280623289255,3,2
261,99.9,2,28.092703819274902,1,1
262,98.1,11,46.53182610598478,5,5
263,59.29999999999998,57,37.24548087203712,1,3
264,78.8,33,20.636148048169684,5,4
265,99.9,2,31.709202766418457,2,0
266,99.6,5,44.60499458312988,3,0
267,95.4,20,30.404432249069213,4,5
268,99.6,5,11.120262622833252,5,0
269,35.59999999999995,114,34.671596451809535,3,2
270,95.9,15,27.665125211079914,3,5
271,98.4,8,20.393876671791077,2,5
272,-77.69999999999987,120,30.62259400288264,1,1
273,98.9,12,16.915465037027996,5,5
274,90.1,19,35.541371496100176,1,5
275,99.8,3,50.40103530883789,0,3
276,-83.1,120,34.51429584423701,1,1
277,99.8,3,24.605401674906414,2,1
278,-75.90000000000003,120,32.16960465510686,3,2
279,-86.69999999999997,120,29.943746387958527,3,2
280,-50.70000000000006,120,28.711192937692008,2,1
281,89.6,24,34.19266511996587,4,5
282,93.6,11,30.26362419128418,0,5
283,85.30000000000001,31,45.21733791597428,1,5
284,98.2,10,42.870703125,4,5
285,100.0,1,76.9927749633789,1,0
286,80.19999999999999,37,25.122888552175986,2,5
287,99.9,2,39.3249454498291,2,0
288,99.6,5,19.71935043334961,5,0
289,98.8,13,33.13473033905029,4,5
290,96.0,14,41.68942281178066,0,5
291,99.6,5,14.60177402496338,3,0
292,100.0,1,13.974282264709473,1,0
293,72.59999999999997,50,33.71986678123474,5,4
294,-31.800000000000114,120,31.04393093585968,5,2
295,77.6,36,23.14117654164632,5,4
296,94.0,16,24.338734477758408,4,5
297,87.0,32,37.73410341143608,5,4
298,86.5,28,23.255414622170584,5,1
299,99.9,2,40.93646478652954,1,1
300,97.2,11,43.91675584966486,4,5
301,50.499999999999986,73,32.95280546684788,5,1
302,-61.50000000000004,120,33.77744063536326,2,1
303,82.8,29,45.83472138437732,5,2
304,95.4,11,35.675416079434484,5,2
305,96.2,12,36.26741258303324,4,5
306,98.7,5,20.69906997680664,1,3
307,95.8,16,19.42410707473755,5,4
308,84.5,30,30.769438155492146,3,5
309,98.6,6,29.875749588012695,5,0
310,99.6,5,20.615937900543212,2,1
311,98.5,7,24.84721851348877,5,1
312,99.8,3,33.114012718200684,3,0
313,42.399999999999984,109,28.311795641522888,5,2
314,98.2,10,32.80386180877686,4,5
315,98.5,7,24.58489159175328,5,1
316,98.7,5,38.343725967407224,1,3
317,98.9,3,47.67180792490641,2,0
318,86.6,27,27.535871964913827,5,4
319,97.0,13,47.40573200812707,5,4
320,93.9,17,30.239476821001837,5,1
321,97.2,11,25.83885348926891,2,5
322,99.8,3,33.170684814453125,0,3
323,99.7,4,15.870496034622192,1,3
324,100.0,1,35.36400604248047,1,0
325,86.2,22,24.77239483053034,2,5
326,96.7,16,29.48378136754036,5,5
327,99.6,5,21.72372341156006,0,5
328,98.5,7,66.2011661529541,5,1
329,98.8,13,33.15522744105412,4,5
330,99.1,10,16.93764371871948,5,5
331,99.9,2,42.33699989318848,2,0
332,83.8,37,35.43099800316063,2,1
333,95.1,14,28.19913673400879,5,5
334,99.0,11,24.88974805311723,5,4
335,99.2,9,38.21756966908773,2,5
336,-83.09999999999985,120,31.595151738325754,2,1
337,99.0,2,17.48422360420227,1,0
338,98.6,6,23.921188672383625,5,0
339,100.0,1,68.92378234863281,1,0
340,99.1,10,28.199355792999267,5,5
341,99.8,3,52.08852895100912,3,0
342,89.4,17,39.2840311387006,3,2
343,65.5,49,24.10596902029855,5,1
344,98.4,8,50.38033962249756,2,5
345,98.6,6,24.646684964497883,0,5
346,99.2,9,20.478474934895832,5,0
347,99.4,7,30.7901998928615,5,2
348,93.2,15,35.235732618967695,2,5
349,99.2,9,24.722847408718533,4,5
350,99.9,2,28.381576538085938,2,0
351,99.7,4,26.90455174446106,1,3
352,99.8,3,12.586124102274576,0,3
353,99.4,7,31.78338200705392,5,0
354,96.3,11,24.178401340137828,3,5
355,100.0,1,16.239761352539062,1,0
356,41.899999999999984,78,24.560856519601284,5,1
357,90.3,17,33.42897454430075,1,5
358,94.0,43,23.091434767079907,3,2
359,99.6,5,21.53322582244873,0,5
360,99.4,7,30.224214349474227,2,5
361,99.8,3,34.68403021494547,0,3
362,100.0,1,16.884809494018555,1,0
363,99.7,4,31.508058547973633,1,3
364,99.3,8,27.782582879066467,3,5
365,74.39999999999999,32,36.533816292881966,3,2
366,98.9,3,34.86057662963867,1,1
367,99.8,3,57.8996254603068,3,0
368,99.9,2,15.210500240325928,2,0
369,98.2,10,24.72727851867676,4,5
370,75.69999999999999,37,31.596316608222754,5,1
371,96.1,13,24.240127783555252,5,1
372,98.9,12,27.599303166071575,5,5
373,74.5,40,25.361157393455507,5,5
374,98.6,6,42.59967549641927,5,0
375,99.8,3,30.669132868448894,0,3
376,55.99999999999998,72,40.84393242994944,5,4
377,98.9,12,23.4579598903656,5,5
378,98.2,10,27.273559665679933,5,2
379,99.6,5,17.49945182800293,3,0
380,99.4,7,34.24705287388393,5,2
381,98.3,9,20.53671254052056,3,5
382,55.199999999999946,98,28.3047060869178,3,2
383,-38.100000000000094,120,24.823699263731637,1,1
384,98.7,14,27.17048508780343,1,1
385,98.9,12,22.73034965991974,3,5
386,25.400000000000034,117,25.37038054425492,2,1
387,100.0,1,19.468929290771484,1,0
388,97.6,7,23.509769712175643,0,5
389,99.8,3,13.969610532124838,3,0
390,98.8,4,25.760643005371094,0,3
391,99.9,2,178.23709678649902,1,1
392,99.9,2,19.92484188079834,2,0
393,99.6,5,30.720100975036623,5,0
394,-79.50000000000003,120,24.76715071996053,2,1
395,97.4,9,24.52152093251546,3,2
396,99.0,11,21.69195894761519,5,4
397,100.0,1,9.64640998840332,1,0
398,98.2,10,35.801262283325194,4,5
399,99.6,5,49.97020435333252,0,5
400,99.9,2,27.6234769821167,2,0
401,99.1,10,20.26027708053589,5,1
402,98.0,12,26.257847547531128,2,5
403,97.0,22,26.631970839066938,2,1
404,98.8,4,20.012925624847412,2,1
405,99.8,3,10.584568977355957,2,1
406,98.8,4,12.076949834823608,0,3
407,99.7,4,42.165302753448486,1,3
408,99.4,7,17.211547715323313,5,2
409,99.4,7,28.061288697378977,3,2
410,98.4,8,27.030492067337036,5,2
411,98.1,11,37.4852819442749,5,5
412,99.6,5,46.12442760467529,0,5
413,99.3,8,35.756882309913635,1,5
414,98.6,6,55.6965708732605,0,5
415,97.8,14,27.063945497785294,4,5
416,99.5,6,21.47387965520223,1,5
417,95.4,11,32.90558008714156,5,2
418,99.4,7,34.871552739824565,5,0
419,28.300000000000082,106,28.078994139185493,1,1
420,99.7,4,12.88606858253479,1,3
421,99.4,7,26.226976258414133,5,0
422,100.0,1,11.29948616027832,1,0
423,99.3,8,23.9381160736084,3,5
424,99.8,3,51.74667453765869,2,1
425,97.8,5,44.50305805206299,0,3
426,94.1,15,28.843395455678305,5,5
427,95.1,14,27.044391427721298,3,5
428,98.7,5,18.770411491394043,1,3
429,99.9,2,22.48714327812195,1,1
430,99.4,7,52.685098103114534,5,2
431,56.8,55,28.727540493011475,5,0
432,98.8,4,17.074004650115967,0,3
433,99.9,2,31.27836513519287,2,0
434,99.5,6,29.098052978515625,1,5
435,95.1,41,26.069115824815704,1,1
436,99.8,3,13.172410647074381,0,3
437,93.4,22,27.833543474023994,5,4
438,99.6,5,59.95313320159912,5,0
439,98.4,8,21.005119562149048,2,5
440,99.8,3,19.807685216267902,2,1
441,47.799999999999955,82,24.96160271109604,5,4
442,98.9,3,16.585296630859375,1,1
443,88.9,67,31.889964181985427,5,1
444,99.8,3,9.406506538391113,0,3
445,42.69999999999994,106,27.363901457696592,1,1
446,86.4,20,20.72559356689453,3,2
447,99.1,10,16.526004028320312,3,5
448,98.0,12,30.902055263519287,4,5
449,96.3,11,23.42570859735662,3,5
450,99.2,9,16.48386828104655,5,2
451,100.0,1,8.242948532104492,1,0
452,99.1,10,26.412968826293945,5,1
453,99.4,7,30.772566114153182,2,5
454,85.8,35,32.08482652391706,3,2
455,99.4,7,28.277811118534633,5,2
456,99.9,2,28.61186695098877,2,0
457,99.6,5,16.51202392578125,2,1
458,99.3,8,31.10551404953003,3,5
459,80.8,22,25.086688128384676,3,0
460,95.8,43,24.542518493741056,2,1
461,66.0,44,25.88874329220165,5,4
462,58.199999999999996,50,27.83312505722046,3,2
463,99.8,3,14.26019032796224,3,0
464,84.60000000000001,29,21.42691312987229,5,4
465,99.9,2,12.243206977844238,2,0
466,99.9,2,13.852478504180908,2,0
467,99.4,7,25.435596193586075,2,5
468,99.0,11,25.67731055346402,5,2
469,99.8,3,25.325354894002277,2,1
470,99.8,3,71.72426859537761,3,0
471,99.3,8,14.704433798789978,1,5
472,99.9,2,17.189194679260254,1,1
473,98.6,6,15.232030630111694,5,0
474,98.8,13,39.5268156345074,2,5
475,99.3,8,41.25077271461487,3,5
476,99.4,7,26.916754722595215,5,2
477,95.8,34,22.14985252829159,2,1
478,99.4,7,15.739350318908691,2,5
479,98.8,13,18.83591805971586,5,0
480,100.0,1,8.686593055725098,1,0
481,91.80000000000001,65,25.227759075164794,2,1
482,99.4,7,24.30132852281843,2,5
483,99.8,3,12.31214427947998,2,1
484,99.6,5,28.20857877731323,0,5
485,92.10000000000001,80,32.432445114851,5,1
486,83.4,23,29.109304469564687,0,5
487,-33.59999999999997,120,22.054876720905305,5,1
488,99.2,9,24.08156469133165,2,5
489,99.4,7,14.163367543901716,5,2
490,99.8,3,17.88034216562907,3,0
491,99.9,2,42.57653570175171,1,1
492,99.4,7,14.54389340536935,0,5
493,99.9,2,24.299412727355957,2,0
494,79.19999999999999,47,25.587376310470255,5,4
495,99.3,8,24.370699405670166,1,5
496,95.0,42,24.940698260352725,2,1
497,99.6,5,21.43936080932617,0,5
498,100.0,1,15.697416305541992,1,0
499,99.5,6,13.935267289479574,1,5
500,99.8,3,11.709005037943522,3,0
501,-112.80000000000001,120,30.209600857893626,5,4
502,99.8,3,16.00855763753255,3,0
503,99.7,4,25.63020896911621,2,0
504,99.0,11,25.21715463291515,4,5
505,98.8,4,19.210294008255005,0,3
506,99.7,4,12.904725074768066,1,3
507,69.39999999999999,37,21.93684129457216,3,2
508,99.4,7,25.666700431278773,2,5
509,99.5,6,21.25722360610962,1,5
510,99.9,2,19.61967372894287,2,0
511,99.7,4,22.817526817321777,1,3
512,98.4,8,13.312476992607117,2,5
513,99.8,3,8.908289273579916,0,3
514,99.2,9,29.82824616962009,4,5
515,100.0,1,29.632888793945312,1,0
516,85.1,24,31.087510148684185,5,5
517,100.0,1,10.140571594238281,1,0
518,98.9,3,27.076263427734375,1,1
519,99.7,4,48.85224676132202,1,3
520,99.9,2,14.029393672943115,1,1
521,99.9,2,20.84591579437256,1,1
522,99.2,9,13.963351567586264,5,2
523,98.4,8,22.137816429138184,3,2
524,99.9,2,12.405110836029053,2,0
525,99.1,10,26.300308609008788,5,1
526,99.4,7,23.669733456202916,5,2
527,99.6,5,25.118111419677735,0,5
528,99.9,2,11.533623933792114,2,0
529,99.4,7,29.93826402936663,2,5
530,99.4,7,25.725247519356863,2,5
531,99.1,10,20.56112461090088,5,5
532,97.8,5,24.075298309326172,0,3
533,99.9,2,19.67835760116577,1,1
534,99.9,2,22.702301025390625,2,0
535,99.9,2,51.95043182373047,2,0
536,99.0,11,36.55619118430398,4,5
537,99.4,7,19.174555914742605,5,2
538,95.7,35,29.553117833818707,1,1
539,99.3,8,35.68215751647949,3,5
540,99.4,7,15.520556313650948,2,5
541,99.2,9,26.96876181496514,4,5
542,99.8,3,21.68003050486247,3,0
543,97.1,12,21.135128140449524,5,5
544,99.9,2,14.330421924591064,2,0
545,98.9,12,26.427037398020428,5,1
546,99.1,10,15.496429061889648,5,5
547,100.0,1,43.337646484375,1,0
548,98.3,9,18.71102301279704,3,5
549,69.39999999999996,55,22.24712356220592,5,4
550,99.8,3,26.727686246236164,3,0
551,99.8,3,31.92229398091634,3,0
552,100.0,1,16.18783950805664,1,0
553,99.8,3,24.74331061045329,3,0
554,99.4,7,17.57186794281006,5,2
555,99.9,2,22.987631797790527,2,0
556,96.6,26,25.211133003234863,5,4
557,99.2,9,26.077539867824978,4,5
558,98.8,4,20.679670095443726,2,1
559,98.9,12,24.444487889607746,5,5
560,99.6,5,8.722891998291015,5,0
561,100.0,1,33.04269790649414,1,0
562,99.4,7,14.01422711781093,5,0
563,81.89999999999999,29,18.992085555504108,5,1
564,99.1,10,19.252926921844484,5,5
565,99.7,4,16.251195549964905,1,3
566,98.6,6,14.61164665222168,5,0
567,98.3,9,26.029919412400986,3,5
568,100.0,1,31.588804244995117,1,0
569,99.1,10,24.11841745376587,5,5
570,93.2,15,20.160272630055747,5,0
571,88.0,31,23.424275521309145,5,4
572,99.8,3,16.964787483215332,0,3
573,100.0,1,34.6961669921875,1,0
574,99.4,7,18.313319546835764,5,2
575,99.3,8,16.523797035217285,3,5
576,99.5,6,13.801268259684244,1,5
577,97.2,11,23.896455244584516,5,0
578,99.8,3,18.427975336710613,3,0
579,99.7,4,29.565288066864014,2,0
580,99.5,6,25.281201998392742,1,5
581,96.4,10,23.34182004928589,3,2
582,99.1,10,22.73042058944702,5,5
583,99.9,2,26.812225341796875,2,0
584,98.3,9,19.99619812435574,3,5
585,99.8,3,23.681191126505535,2,1
586,67.39999999999998,48,23.988091657559078,5,4
587,98.8,4,18.978116035461426,2,1
588,83.4,68,23.40138980921577,3,2
589,99.7,4,18.384708404541016,1,3
590,99.7,4,24.61835789680481,1,3
591,99.4,7,17.52684279850551,2,5
592,99.0,11,21.949489506808195,5,4
593,99.2,9,21.796087582906086,3,2
594,99.7,4,27.32707381248474,1,3
595,99.9,2,12.629234313964844,2,0
596,99.1,10,25.718357276916503,5,5
597,99.9,2,19.799970626831055,1,1
598,99.9,2,31.310755252838135,1,1
599,97.5,8,17.234441876411438,5,1
600,99.9,2,15.629236221313477,1,1
601,98.4,8,22.300362169742584,3,2
602,99.9,2,40.78892135620117,2,0
603,89.4,17,23.336640694562128,5,0
604,99.6,5,14.544686698913575,0,5
605,99.2,9,27.616937531365288,4,5
606,99.3,8,24.37619197368622,3,5
607,99.8,3,17.146342913309734,0,3
608,99.8,3,30.024985631306965,2,1
609,91.2,17,27.30325760560877,5,2
610,99.1,10,15.730114126205445,5,5
611,99.0,11,22.993686589327726,5,4
612,100.0,1,22.42413902282715,1,0
613,99.8,3,27.47083918253581,0,3
614,98.5,7,20.592300823756627,1,3
615,89.4,26,22.24338599351736,5,4
616,99.1,10,26.712479305267333,5,5
617,96.6,8,21.8764728307724,0,5
618,100.0,1,26.659273147583008,1,0
619,99.9,2,11.666006565093994,1,1
620,99.9,2,17.713547706604004,2,0
621,99.2,9,20.776954227023655,4,5
622,99.8,3,36.149223963419594,2,1
623,99.1,10,15.635071563720704,3,5
624,61.6,43,19.377423419508823,0,5
625,84.4,31,20.881397201168923,5,4
626,99.7,4,18.57500648498535,1,3
627,99.2,9,21.976770824856228,4,5
628,99.4,7,18.530245508466447,5,0
629,99.6,5,32.281371116638184,0,3
630,99.5,6,20.59095033009847,1,5
631,99.7,4,25.366195678710938,1,3
632,99.5,6,20.174594243367512,1,5
633,99.9,2,18.655898094177246,2,0
634,99.8,3,34.06330680847168,2,1
635,99.8,3,13.220106442769369,3,0
636,99.6,5,17.233064079284667,0,5
637,99.5,6,20.9232915242513,1,5
638,99.3,8,25.19552493095398,3,5
639,99.3,8,18.94872295856476,3,5
640,99.1,10,20.453732013702393,5,5
641,99.7,4,23.670812129974365,1,3
642,90.1,19,24.762436866760254,5,5
643,99.2,9,19.31746440463596,4,5
644,86.2,22,19.150417761369184,3,2
645,99.4,7,21.80253532954625,2,5
646,98.8,4,23.810401439666748,3,0
647,99.9,2,26.6590576171875,2,0
648,99.4,7,28.35424436841692,2,5
649,99.5,6,19.42779811223348,5,1
650,99.1,10,13.729728412628173,5,5
651,99.1,10,19.732468128204346,5,5
652,99.8,3,15.452584584554037,3,0
653,99.4,7,19.087115696498326,5,2
654,99.9,2,35.90270233154297,1,1
655,100.0,1,20.75271224975586,1,0
656,62.59999999999999,105,20.764992663973853,5,4
657,89.4,17,20.541641740237964,5,2
658,93.4,13,25.080621866079476,0,5
659,99.4,7,18.838674681527273,2,5
660,99.6,5,15.338768196105956,0,5
661,99.4,7,14.681711333138603,5,2
662,99.3,8,19.622748494148254,3,5
663,99.8,3,13.370673497517904,2,1
664,99.8,3,13.431981086730957,0,3
665,99.3,8,15.106981039047241,3,5
666,94.4,12,18.787404775619507,5,2
