Episode,Reward,Steps,Loss
1,-83.39999999999989,150,0.14238003444397587
2,-76.19999999999996,150,0.0546997016047438
3,-85.1999999999999,150,0.06854762084782123
4,-80.69999999999996,150,0.0569958948964874
5,-85.19999999999993,150,0.04913049827019374
6,-85.1999999999999,150,0.03376006736109654
7,-71.70000000000005,150,0.05353334716210763
8,-72.59999999999997,150,0.031158481799066065
9,-79.80000000000001,150,0.0440725564584136
10,-68.10000000000007,150,0.05069102168083191
11,68.49999999999996,73,0.022102628183895596
12,-76.2,150,9.4204865170829
13,78.10000000000001,58,6.075253112562772
14,-79.80000000000001,150,5.528350395361582
15,42.099999999999966,94,3.4282492690898003
16,56.69999999999995,101,3.3167155780414546
17,49.49999999999996,101,2.5854794040764912
18,-75.29999999999995,150,2.5672642433643342
19,63.299999999999955,98,2.076008072312997
20,-82.49999999999996,150,2.0720311919848124
21,87.30000000000001,47,3.0086190548348934
22,89.10000000000001,29,2.9673002095058045
23,-88.79999999999986,150,2.7813083600997923
24,78.89999999999999,59,2.2112726882352667
25,52.899999999999935,103,1.8049111343124538
26,-70.80000000000001,150,1.8856213549772898
27,65.89999999999995,90,2.442244049575594
28,40.8999999999999,133,2.498467116875756
29,85.30000000000001,40,1.5555045858025551
30,89.7,32,1.1468646582216024
31,69.29999999999997,74,2.661390677497194
32,47.49999999999991,148,1.8597718070487719
33,57.299999999999955,104,1.5320297407989318
34,85.9,43,1.3406396002270455
35,72.29999999999998,53,1.3232454477616076
36,71.09999999999995,92,1.232515851440637
37,81.10000000000001,55,1.1189010739326477
38,84.30000000000001,41,0.9528878687358484
39,83.5,49,1.0374719378899555
40,75.29999999999998,68,1.105419179534211
41,74.49999999999999,58,1.3021499514579773
42,75.89999999999998,71,1.1289803457092231
43,66.89999999999996,80,1.1079913303256035
44,78.49999999999999,54,1.324051891764005
45,85.30000000000001,49,1.0294178055257213
46,64.89999999999995,100,0.7819666716456414
47,85.70000000000002,54,0.9407153929825183
48,70.49999999999996,89,0.9567053257749322
49,69.09999999999997,85,1.025853962056777
50,53.49999999999995,97,0.9227792079915705
51,80.7,41,0.6681400886396083
52,75.49999999999999,57,0.6385176615756855
53,93.10000000000001,25,0.7037366998195648
54,82.3,43,0.8053025998348413
55,88.10000000000001,48,0.8804751442124447
56,87.9,32,0.6676843306049705
57,89.5,34,0.7659155384582632
58,82.9,55,0.7096742229028181
59,74.09999999999997,71,0.7280429933272617
60,95.1,23,0.8696172911187877
61,68.09999999999997,95,0.899198013230374
62,69.09999999999998,58,1.0134613555053185
63,75.49999999999997,66,1.3547899397936733
64,84.7,46,1.3805060671723408
65,78.29999999999998,65,1.5248975900503305
66,86.5,37,1.4176260780643772
67,68.69999999999999,80,1.3891521148383617
68,84.7,37,1.5537905612507381
69,80.5,61,1.725873056005259
70,82.3,52,1.1039115396829753
71,85.7,45,1.025229126214981
72,92.5,22,0.7421446185220372
73,95.9,15,0.9499048868815104
74,91.9,37,0.9119280359229526
75,84.10000000000001,43,0.9609488429025163
76,95.5,19,0.9820280514265362
77,82.7,48,1.8841011275847752
78,87.50000000000001,36,1.5339158823092778
79,85.7,45,1.2352670245700412
80,92.7,29,0.7823375617635662
81,72.69999999999996,76,0.7373819194341961
82,96.9,23,0.5480294603368511
83,89.7,41,0.601121979515727
84,69.69999999999996,70,0.6304028847387859
85,91.9,28,0.6838653023753848
86,81.5,42,0.5486147517249698
87,92.7,20,0.43964394330978396
88,94.5,20,0.4379832185804844
89,94.5,29,0.4152411135106251
90,89.9,30,0.5587434420982996
91,92.7,29,0.39631680887320947
92,90.9,29,0.5236357286058623
93,94.7,18,0.40080391201708054
94,83.5,49,0.4659257333497612
95,90.5,24,0.40985038690268993
96,96.7,16,0.5677156168967485
97,86.5,37,0.3941087791243115
98,91.10000000000001,36,0.4027564579413997
99,94.5,20,0.41395449861884115
100,97.7,15,0.43965537945429484
101,84.7,46,0.4884771413129309
102,82.9,46,0.4390184548885926
103,89.30000000000001,45,0.634962053431405
104,92.7,29,0.558276209337958
105,95.9,15,0.4708125710487366
106,94.1,24,0.6978691269954046
107,95.7,26,0.48412900475355297
108,84.30000000000001,50,0.36480431497097016
109,88.10000000000001,30,0.39054410606622697
110,93.10000000000001,25,0.33839196145534517
111,94.5,20,0.31649098768830297
112,84.30000000000001,41,0.34376159673783835
113,81.1,46,0.24981042596956957
114,98.7,14,0.2697902987045901
115,95.3,21,0.26236577864204136
116,86.5,37,0.3379636394816476
117,90.7,22,0.41682605987245386
118,91.5,32,0.2998414111789316
119,93.5,21,0.2504950240254402
120,93.5,21,0.21123369144541876
121,87.30000000000001,29,0.2264916799191771
122,89.9,48,0.28143545147031546
123,93.7,28,0.2347585308764662
124,92.5,22,0.26434015889059415
125,94.10000000000001,24,0.19408994230131307
126,91.5,32,0.3046648364979774
127,94.3,22,0.360015236179937
128,95.7,17,0.37437086245592904
129,94.10000000000001,24,0.2976846592500806
130,93.9,17,0.18939402918605244
131,92.3,24,0.2356892932827274
132,96.3,20,0.31947772279381753
133,98.3,18,0.4273904412984848
134,93.10000000000001,25,0.44848347127437593
135,96.9,14,0.3847044493470873
136,97.3,19,0.30794472051294225
137,96.7,16,0.34135029651224613
138,96.1,22,0.36399766125462274
139,92.9,27,0.37503294591550473
140,90.30000000000001,26,0.3271903269566022
141,92.5,40,0.2864160420373082
142,91.9,28,0.31603711870099815
143,91.5,32,0.33453371096402407
144,96.5,18,0.5336614284250472
145,91.7,30,0.631759429971377
146,91.7,30,0.40560456812381745
147,95.9,24,0.29492440695563954
148,94.3,22,0.2752006680450656
149,89.5,25,0.3078074139356613
150,95.9,15,0.3457080910603205
151,94.1,24,0.3387308083474636
152,95.7,17,0.24928594775059643
153,94.5,20,0.30036706030368804
154,95.5,19,0.3365328029582375
155,96.5,18,0.3050110952721702
156,96.7,16,0.29124603420495987
157,93.5,21,0.2914692809184392
158,96.7,16,0.2855184590443969
159,93.7,19,0.6077294977087724
160,94.5,20,0.5298620849847794
161,91.7,30,0.44178424080212914
162,95.3,21,0.30907224899246577
163,94.9,16,0.2627266990020871
164,95.1,23,0.2784950457837271
165,95.3,21,0.3648226310809453
166,92.3,24,0.3479592688381672
167,96.5,18,0.5155919277005725
168,97.7,15,0.3690721114476522
169,94.5,29,0.28838631356584615
170,95.7,17,0.2818556638324962
171,92.7,20,0.3910906411707401
172,90.5,24,0.3897745118786891
173,93.5,21,0.30192516886052634
174,95.1,23,0.36494727173577185
175,92.10000000000001,26,0.2122084555717615
176,91.7,21,0.21014966851189024
177,95.5,19,0.26308121100852366
178,95.9,24,0.2563210890317957
179,95.7,17,0.2068423164241454
180,93.5,21,0.32370418771391823
181,92.5,31,0.3423780186041709
182,97.5,17,0.28785376426051645
183,95.7,17,0.29577622080550475
184,96.3,20,0.2559424191713333
185,95.5,19,0.22901137996661036
186,92.30000000000001,24,0.28959302448978025
187,97.1,21,0.24827477903593154
188,94.7,18,0.18214708690841994
189,96.5,18,0.17809282119075456
190,91.30000000000001,25,0.15428636997938155
191,96.5,18,0.17059711035754946
192,93.9,17,0.257750029073042
193,94.9,16,0.23500025505200028
194,97.1,21,0.26440917381218504
195,98.7,14,0.3214637504092285
196,94.3,22,0.28782951493154874
197,92.9,27,0.3035214239800418
198,97.5,17,0.2363190160078161
199,93.3,23,0.22043420827907065
200,97.7,15,0.201373324294885
201,96.9,14,0.18983067199587822
202,95.5,19,0.4769885645885217
203,97.7,15,0.49083167711893716
204,96.9,14,0.4589958127055849
205,96.3,20,0.5086690999567509
206,97.9,13,0.5360095340472001
207,94.7,18,0.43574540317058563
208,95.7,17,0.5943961038308985
209,97.1,21,0.5068152050177256
210,95.1,23,0.3937621252692264
211,96.3,20,0.3645382568240166
212,93.5,21,0.2463993550766082
213,97.7,15,0.23000089128812154
214,89.5,34,0.1940027179525179
215,94.5,20,0.2519089117646217
216,96.9,14,0.20014286041259766
217,94.7,18,0.15745401713583204
218,91.3,25,0.19843733578920364
219,92.9,27,0.17198460190384476
220,97.9,13,0.2265968104967704
221,95.5,19,0.2507774869078084
222,96.5,18,0.1707534562382433
223,97.7,15,0.16585010687510174
224,96.7,16,0.15177921717986465
225,97.5,17,0.17914862317197464
226,97.7,15,0.2119571879506111
227,98.5,16,0.3855841299518943
228,96.5,18,0.29732683300971985
229,97.9,13,0.25092796981334686
230,96.7,16,0.20900726597756147
231,98.9,12,0.18537778034806252
232,98.7,14,0.22835856463227952
233,95.7,17,0.26365937949980006
234,98.9,12,0.2801757864654064
235,95.3,21,0.20991326797576176
236,95.5,19,0.2797753073667225
237,97.3,19,0.26851532451416316
238,98.9,12,0.24604479347666106
239,98.9,12,0.21355211300154528
240,97.9,13,0.22942937795932478
241,93.5,21,0.1972567197822389
242,98.9,12,0.24466831423342228
243,95.5,19,0.29487190238739314
244,95.9,15,0.14972024609645207
245,95.9,15,0.15492587586243947
246,96.3,20,0.2139955811202526
247,94.9,25,0.32079203248023985
248,98.7,14,0.31555272213050295
249,96.9,14,0.5418404425893512
250,98.7,14,0.8973524485315595
251,94.10000000000001,24,0.6850139871239662
252,97.9,13,0.519498728788816
253,95.7,17,0.3162070986102609
254,96.7,16,0.22718038875609636
255,98.5,16,0.2206311635673046
256,96.5,18,0.1709469680984815
257,95.5,19,0.16308785504416415
258,98.5,16,0.1782316151075065
259,97.7,15,0.2094020997484525
260,98.1,20,0.2707085281610489
261,98.9,12,0.32060933361450833
262,97.5,17,0.4468374112073113
263,96.7,16,0.49135682731866837
264,96.9,14,0.478742133293833
265,96.9,14,0.4863010708774839
266,96.9,14,0.47688840116773334
267,96.5,18,0.36083272016710705
268,96.5,18,0.26140687780247795
269,95.5,19,0.24875933167181516
270,97.9,13,0.24633590303934538
271,93.7,28,0.25977155273514135
272,94.9,16,0.24156130943447351
273,96.5,18,0.231870851582951
274,95.7,17,0.19184567647821762
275,96.5,18,0.2606871086690161
276,98.9,12,0.18130464727679887
277,97.9,13,0.16119297364583382
278,92.9,18,0.1436050244503551
279,95.9,15,0.17077182084321976
280,98.5,16,0.1507593235000968
281,97.7,15,0.16680099045236904
282,96.7,16,0.16443332191556692
283,95.7,17,0.22493755203836105
284,96.7,16,0.22394569870084524
285,97.7,15,0.3433674544095993
286,96.5,18,0.35110462332765263
287,96.5,18,0.3877057457963626
288,97.7,15,0.3713219126065572
289,98.9,12,0.4118291586637497
290,96.7,16,0.3223059391602874
291,95.7,17,0.31277043942142935
292,95.7,17,0.21076613576973185
293,98.7,14,0.2164048424788884
294,97.9,13,0.19895380964645973
295,96.7,16,0.15961652994155884
296,97.9,13,0.1494708743232947
297,95.9,15,0.11404087394475937
298,97.7,15,0.18258733848730724
299,96.9,14,0.1319396517106465
300,96.1,22,0.20232734016396783
301,96.5,18,0.4566636068953408
302,97.7,15,0.6021746814250946
303,97.9,13,0.4086315929889679
304,94.9,16,0.38564056996256113
305,97.7,15,0.37097722589969634
306,97.9,13,0.5216673933542691
307,98.3,18,0.5251926845974393
308,96.9,14,0.3784897689308439
309,96.9,14,0.2925070875457355
310,98.9,12,0.303280317535003
311,97.9,13,0.33617650545560396
312,96.3,20,0.2743890754878521
313,95.7,17,0.21999852578429616
314,96.9,14,0.18721407492245948
315,96.7,16,0.1122657775413245
316,96.7,16,0.10457034013234079
317,94.3,22,0.12176430157639763
318,97.5,17,0.10177601786220775
319,96.7,16,0.10463108355179429
320,96.7,16,0.15373847540467978
321,98.9,12,0.17774836222330728
322,97.7,15,0.15882730185985566
323,97.3,19,0.19990515748136922
324,98.9,12,0.16957501135766506
325,96.7,16,0.21214122837409377
326,97.9,13,0.2772765503479884
327,98.9,12,0.34190866847832996
328,97.7,15,0.5085153410832087
329,98.9,12,1.3534041941165924
330,97.9,13,1.4019046334119944
331,98.7,14,1.2447892129421234
332,95.9,15,1.2226117610931397
333,96.7,16,1.4897928051650524
334,97.9,13,0.7335233757129083
335,96.9,14,0.7967207218919482
336,98.9,12,0.44604380428791046
337,98.9,12,0.22599523017803827
338,93.9,17,0.24974068911636577
339,98.9,12,0.2880965570608775
340,97.9,13,0.31045784056186676
341,97.9,13,0.3738681570841716
342,96.9,14,0.2934883545551981
343,95.9,15,0.20061311572790147
344,97.9,13,0.19808604167057917
345,96.9,14,0.2596221938729286
346,96.9,14,0.24588368726628168
347,97.9,13,0.18872843854702437
348,95.7,17,0.18562092237612782
349,97.5,17,0.22084123465944738
350,97.1,21,0.21811648351805552
351,98.9,12,0.16686013961831728
352,97.9,13,0.14597810117098
353,96.7,16,0.17648031283169985
354,96.9,14,0.17130705661007337
355,94.7,18,0.12931350908345646
356,97.7,15,0.1385531485080719
357,98.7,14,0.15520399542791502
358,95.5,19,0.09662189177776638
359,97.9,13,0.10999977903870437
360,98.9,12,0.2637066828707854
361,98.9,12,0.22427259696026644
362,97.9,13,0.15039253406799757
363,96.9,14,0.1752144619822502
364,97.3,19,0.13997507644327065
365,96.9,14,0.13355151883193425
366,97.7,15,0.13869212691982588
367,98.9,12,0.11795485951006413
368,96.7,16,0.09818943846039474
369,97.9,13,0.16865525767207146
370,97.9,13,0.24749160156800196
371,98.1,20,0.22727026268839837
372,97.9,13,0.1717720811183636
373,97.7,15,0.17290940384070078
374,97.9,13,0.2354922489478038
375,97.9,13,0.3315566720870825
376,98.9,12,0.42825279633204144
377,98.7,14,0.3622083451066698
378,97.7,15,0.4975491384665171
379,98.9,12,0.519792969028155
380,98.7,14,0.39284875776086536
381,95.9,15,0.1569017509619395
