State_Index,Row,Col,Q_Up,Q_Down,Q_Left,Q_Right,Best_Action,Max_Q_Value
0,0,0,34.64548312833422,40.64827419235557,34.566647324158836,23.363911586047454,1,40.64827419235557
1,0,1,0.3511652459351371,-0.012745987171272843,34.119082094346396,-0.7461279363891395,2,34.119082094346396
2,0,2,-1.5802970773785925,-0.6989552913838695,-0.10777897264764102,-0.7236235668821678,2,-0.10777897264764102
3,0,3,-1.57502940701763,-0.7156929244453053,-0.713320559518868,-0.7156178390608323,2,-0.713320559518868
4,0,4,-1.5533773780832496,-0.7058233423714529,-0.7080002294269219,-0.7040507232733827,3,-0.7040507232733827
5,0,5,-1.5288823892101224,-1.574787350447492,-0.6929328262179069,-0.6931455673144099,2,-0.6929328262179069
6,0,6,-1.560710081917387,-0.7042662346621544,-0.6933980073411979,-0.6979744310031356,2,-0.6933980073411979
7,0,7,-1.574784669716275,-0.6915795628534969,-0.6985049339698102,-0.6929049361147472,1,-0.6915795628534969
8,0,8,-1.5519268353910873,-1.5083241256181255,-0.6871991811502551,-0.6899802372102749,2,-0.6871991811502551
9,0,9,-1.5433316529358723,-0.691289834636289,-0.6850053100671751,-1.5632898748000672,2,-0.6850053100671751
10,1,0,35.90324505066933,42.89292020247959,36.50476460161692,25.51532324845485,1,42.89292020247959
11,1,1,1.5641437974206602,3.7090979736872254,36.346748103200966,-0.05409350854543926,2,36.346748103200966
12,1,2,-0.7108801103275018,-1.5773419266294806,5.948400202078572,-0.7197968296658444,2,5.948400202078572
13,1,3,-0.7203257190124084,-1.5934762248715595,-0.7065057002409592,-0.7076712785149553,2,-0.7065057002409592
14,1,4,-0.7023531961871096,-1.5354208627640236,-0.7067654686677669,-1.563689920314775,0,-0.7023531961871096
15,1,5,0.0,0.0,0.0,0.0,0,0.0
16,1,6,-0.7009262985373019,-1.5396610978312597,-1.557704353483966,-0.6988594892381349,3,-0.6988594892381349
17,1,7,-0.6949532693125692,-1.5441943099936897,-0.6966944887671213,-1.5795488239194553,0,-0.6949532693125692
18,1,8,0.0,0.0,0.0,0.0,0,0.0
19,1,9,-0.688291106322729,-0.6891406785852473,-1.5252872554605252,-1.5318504242018633,0,-0.688291106322729
20,2,0,38.59542792261701,45.25570547629434,40.44017450537527,37.87764255421803,1,45.25570547629434
21,2,1,0.0,0.0,0.0,0.0,0,0.0
22,2,2,0.0,0.0,0.0,0.0,0,0.0
23,2,3,0.0,0.0,0.0,0.0,0,0.0
24,2,4,0.0,0.0,0.0,0.0,0,0.0
25,2,5,0.0,0.0,0.0,0.0,0,0.0
26,2,6,0.0,0.0,0.0,0.0,0,0.0
27,2,7,0.0,0.0,0.0,0.0,0,0.0
28,2,8,0.0,0.0,0.0,0.0,0,0.0
29,2,9,-0.6857892919405382,-0.6906855639074748,-1.5212097905656725,-1.5569484449673723,0,-0.6857892919405382
30,3,0,40.49217150361196,47.742847869783546,42.0226363116973,25.919743965992822,1,47.742847869783546
31,3,1,1.2472919768020687,-0.6950903794519987,39.42710821346595,3.7987867759506044,2,39.42710821346595
32,3,2,0.0,0.0,0.0,0.0,0,0.0
33,3,3,0.0,0.0,0.0,0.0,0,0.0
34,3,4,0.0,0.0,0.0,0.0,0,0.0
35,3,5,0.0,0.0,0.0,0.0,0,0.0
36,3,6,-1.5447473182166531,-0.7015877065773224,-1.4930404522465959,-0.6994611753340827,3,-0.6994611753340827
37,3,7,-1.539038149709942,-1.4879548103245654,-0.7013709736068585,-0.6981635622622223,3,-0.6981635622622223
38,3,8,-1.4876871472819568,-1.4758573882544805,-0.7019490010385088,-0.6956539138124247,3,-0.6956539138124247
39,3,9,-0.6893523760897401,-0.6909140111556243,-0.6993262493014039,-1.5504240523367527,0,-0.6893523760897401
40,4,0,38.149084464362,50.36089249450903,44.58752944692833,44.45203039484642,1,50.36089249450903
41,4,1,0.0,0.0,0.0,0.0,0,0.0
42,4,2,-1.237476715648565,-0.43063080190081554,-1.2635654475663494,-1.1993486057894849,1,-0.43063080190081554
43,4,3,0.0,0.0,0.0,0.0,0,0.0
44,4,4,0.0,0.0,0.0,0.0,0,0.0
45,4,5,0.0,0.0,0.0,0.0,0,0.0
46,4,6,-0.6984487588090486,-0.7022090217859861,-1.4906371414885118,-1.415056432223004,0,-0.6984487588090486
47,4,7,0.0,0.0,0.0,0.0,0,0.0
48,4,8,0.0,0.0,0.0,0.0,0,0.0
49,4,9,-0.692203675134504,-0.6911009439189296,-1.5147972881194136,-1.486490656463381,1,-0.6911009439189296
50,5,0,42.144017730537975,53.11672894158849,47.7138979151281,31.20294477122487,1,53.11672894158849
51,5,1,1.4951305954573617,3.089286078022222,44.88951205179992,-0.46679021003488796,2,44.88951205179992
52,5,2,-0.43043509060986807,-1.3458560137558835,-0.4361926255607705,-0.4170911164867722,3,-0.4170911164867722
53,5,3,-1.2565153423962128,-1.2056114745243844,-0.4213983951930966,-0.29173325797138716,3,-0.29173325797138716
54,5,4,-1.1363135624847365,0.09276154867301685,-0.3320701236462658,-1.1349978783273444,1,0.09276154867301685
55,5,5,0.0,0.0,0.0,0.0,0,0.0
56,5,6,-0.7069245649064971,-1.5398316010205155,-1.5313853483693594,-0.704687667395498,3,-0.704687667395498
57,5,7,-1.4884542971800403,-1.525812502188165,-0.7051954304751364,-1.499208993941242,2,-0.7051954304751364
58,5,8,0.0,0.0,0.0,0.0,0,0.0
59,5,9,-0.6910874975980884,-1.2189075952331694,-1.333567963612584,-1.3625706342463046,0,-0.6910874975980884
60,6,0,47.92572116121482,56.01760941219845,50.170009235142615,44.11463256179149,1,56.01760941219845
61,6,1,3.867469281508771,9.434787038929498,51.67642596076554,7.791298112432115,2,51.67642596076554
62,6,2,0.0,0.0,0.0,0.0,0,0.0
63,6,3,0.0,0.0,0.0,0.0,0,0.0
64,6,4,-0.29341451097007853,2.0986687365907195,-1.125191700346876,-1.0741951059435944,1,2.0986687365907195
65,6,5,0.0,0.0,0.0,0.0,0,0.0
66,6,6,0.0,0.0,0.0,0.0,0,0.0
67,6,7,0.0,0.0,0.0,0.0,0,0.0
68,6,8,-0.41457302500000004,-0.03696450000000001,-0.274600975,-0.2754517,1,-0.03696450000000001
69,6,9,0.0,0.0,0.0,0.0,0,0.0
70,7,0,51.80856022182897,59.07116780231419,53.431572865959055,46.61600579095147,1,59.07116780231419
71,7,1,6.220560451530006,23.286325282362135,54.56889661401776,9.611568260216742,2,54.56889661401776
72,7,2,0.0,0.0,0.0,0.0,0,0.0
73,7,3,2.931442341337845,34.07963966648615,6.7512872894399205,0.31185328155115477,1,34.07963966648615
74,7,4,0.0013947495078657501,-0.596891126552556,8.186405692166248,-0.21735809661664196,2,8.186405692166248
75,7,5,0.0,0.0,0.0,0.0,0,0.0
76,7,6,0.0,0.0,0.0,12.431098182181694,3,12.431098182181694
77,7,7,5.912601242468904,65.02818386190323,1.0124232015291796,-0.029760000000000005,1,65.02818386190323
78,7,8,-0.03884170000000001,-0.272805,1.2910070210754605,-0.019000000000000003,2,1.2910070210754605
79,7,9,-0.1,-0.010000000000000002,-0.019950000000000002,-0.34390000000000004,1,-0.010000000000000002
80,8,0,53.878939623273034,62.28543979190971,57.6833525770606,57.51866208243435,1,62.28543979190971
81,8,1,0.0,0.0,0.0,0.0,0,0.0
82,8,2,0.0,0.0,0.0,0.0,0,0.0
83,8,3,8.36085962882405,72.72561190686433,18.05380953833707,17.361106837523604,1,72.72561190686433
84,8,4,0.0,0.0,0.0,0.0,0,0.0
85,8,5,0.0,0.0,0.0,0.0,0,0.0
86,8,6,0.0,0.0,0.0,0.0,0,0.0
87,8,7,34.820292444443396,89.90624030995443,53.128690961700386,52.67014735352891,1,89.90624030995443
88,8,8,0.0,0.0,0.0,0.0,0,0.0
89,8,9,-0.010950000000000001,0.0,0.0,0.0,1,0.0
90,9,0,58.71551129392675,60.316820406009704,60.17767286935103,65.66888399148394,3,65.66888399148394
91,9,1,63.663918403037854,64.4868466981164,61.325968525505154,69.2304042015621,3,69.2304042015621
92,9,2,67.25026066101316,67.6829474524802,65.17648374235283,72.97937284374964,3,72.97937284374964
93,9,3,67.53264586378344,70.84607148248419,68.54214512612701,76.92565562499968,3,76.92565562499968
94,9,4,75.7246831615316,73.41709633649683,72.77742102169702,81.07963749999973,3,81.07963749999973
95,9,5,79.69740601312985,79.78544091142264,76.65586851070455,85.4522499999998,3,85.4522499999998
96,9,6,84.47285491338774,84.15004143447966,80.84549363119915,90.05499999999984,3,90.05499999999984
97,9,7,84.42535205017808,88.77468541389824,85.20343040414873,94.89999999999989,3,94.89999999999989
98,9,8,93.81699408242922,93.95024822347872,89.88823884875048,99.99999999999994,3,99.99999999999994
99,9,9,0.0,0.0,0.0,0.0,0,0.0
